index,Medio_Desordenados,Poco_Desordenados,Muy_Desordenados
55469,50541,49903,81415
55470,36203,52153,56209
55471,32127,70690,8383
55472,10973,626,67547
55473,7590,67756,8618
55474,8107,54507,57713
55475,40488,40323,34699
55476,71103,9543,3923
55477,49237,41933,34005
55478,40703,49908,59600
55479,50396,49909,10431
55480,66539,43953,3089
55481,6959,12399,69872
55482,203581,54213,40689
55483,48903,51419,68997
55484,62784,49912,10184
55485,35895,49913,55245
55486,57584,49913,48307
55487,41755,49914,63144
55488,10606,199848,39256
55489,65852,202449,58315
55490,40783,45313,69969
55491,200324,200536,51369
55492,1856,56526,6318
55493,36830,49918,204208
55494,46982,49918,33071
55495,1894,49919,51120
55496,63111,538,7399
55497,69884,74716,48928
55498,56509,49920,21153
55499,39050,49921,65248
55500,79372,39235,9844
55501,60640,49922,204821
55502,3091,2330,204031
55503,79971,49923,78418
55504,57819,49923,40715
55505,201410,40552,202952
55506,203898,41351,11136
55507,51079,63219,35402
55508,7388,49925,203367
55509,43517,8795,61141
55510,61467,203683,57600
55511,2235,49930,79735
55512,41843,9039,200632
55513,30482,6796,36237
55514,1306,49931,63232
55515,76251,49932,46511
55516,203424,48566,65790
55517,54487,23241,47158
55518,50121,79480,50019
55519,32553,77403,69204
55520,33954,49935,45659
55521,69162,49936,202074
55522,7092,199714,202210
55523,32221,57385,60793
55524,203942,11418,41776
55525,58755,70531,41561
55526,8122,36257,51971
55527,1110,49940,199654
55528,45314,1666,70220
55529,36187,49941,60766
55530,46393,49941,66953
55531,8259,49942,11905
55532,8664,55878,51274
55533,6445,202057,204541
55534,68927,21575,1931
55535,38537,34486,60127
55536,79721,70619,50432
55537,24787,36057,49093
55538,3601,49945,61889
55539,49137,49946,204699
55540,199303,4645,34337
55541,33503,9703,203774
55542,16353,8864,204298
55543,4067,49948,203162
55544,8768,9594,76512
55545,71060,2409,55024
55546,45612,65871,46532
55547,12301,8257,47924
55548,67659,49950,35826
55549,36709,49951,47562
55550,33452,73678,49752
55551,201419,50497,49393
55552,199016,30643,48917
55553,203467,49953,35449
55554,35862,49953,74845
55555,45846,49190,4393
55556,33758,51155,10543
55557,47085,67029,67320
55558,12046,49955,69656
55559,202085,61083,47943
55560,47003,201185,2063
55561,11653,49957,49684
55562,6944,49957,9141
55563,51702,49958,199357
55564,32589,35550,54449
55565,39161,49959,56222
55566,59429,2220,60173
55567,38787,49960,49804
55568,63122,56455,39077
55569,79957,49961,21076
55570,69104,4228,46225
55571,201673,49962,201820
55572,626,49657,6798
55573,68108,49963,66612
55574,65661,40480,69497
55575,50654,20367,70122
55576,203265,49964,6916
55577,54517,8527,39605
55578,59943,51735,9955
55579,66956,199899,2571
55580,73948,49966,48198
55581,200608,57588,285
55582,50911,38079,3507
55583,49202,49968,55257
55584,6100,49968,40692
55585,16959,8291,70205
55586,4395,49969,3057
55587,25256,65548,25100
55588,44373,203581,47161
55589,36615,68636,48484
55590,204839,200472,544
55591,49108,12289,41885
55592,58837,47557,201483
55593,18934,66773,56754
55594,199852,60452,49876
55595,16522,41992,30451
55596,11989,49974,5250
55597,39400,70417,62770
55598,10429,49975,21084
55599,1423,10888,38666
55600,52244,514,199840
55601,40113,49977,51256
55602,7382,49977,10801
55603,26117,49978,41539
55604,32284,200739,36350
55605,33583,10777,56387
55606,60896,44941,204496
55607,5642,49981,51872
55608,520,49981,33653
55609,58207,34430,23743
55610,45198,62211,59943
55611,198851,21042,67419
55612,43611,199444,63519
55613,35509,68623,204335
55614,45368,76093,200368
55615,80848,45171,6033
55616,75078,49985,35009
55617,7276,41043,45667
55618,48680,49987,18873
55619,63137,34524,12107
55620,55846,49988,199865
55621,7055,83020,18435
55622,46451,45921,62599
55623,51685,39343,56650
55624,204790,50032,47134
55625,6590,49991,11677
55626,54982,34301,67516
55627,23500,45745,39433
55628,46670,49992,205010
55629,51822,25531,202390
55630,24167,49993,18435
55631,3248,49994,34057
55632,47906,54662,55717
55633,78410,36074,6093
55634,204672,201284,1040
55635,55463,5601,59629
55636,44283,3088,200920
55637,50068,49997,36302
55638,23148,9433,203756
55639,68080,59507,72958
55640,59881,46289,6758
55641,68739,50000,52018
55642,203534,4688,68535
55643,70315,50001,66414
55644,204478,50001,68458
55645,45853,56668,54133
55646,45863,205037,56372
55647,11929,56917,51152
55648,47042,74849,49307
55649,47367,43991,65388
55650,61280,58493,3688
55651,26040,24442,8796
55652,72795,63182,35712
55653,67473,48421,60808
55654,59564,11948,199794
55655,82800,83028,3523
55656,52027,50008,73578
55657,34669,58552,69596
55658,12031,9623,68558
55659,41936,55630,4120
55660,3817,201230,16965
55661,76002,54138,8503
55662,200005,199910,594
55663,19043,200641,203181
55664,6755,51595,49389
55665,41569,47094,61940
55666,58313,59079,72834
55667,45086,35409,72836
55668,59641,19944,33636
55669,2895,203087,9062
55670,34427,530,49449
55671,33216,50017,45106
55672,202083,58608,17490
55673,67715,11701,33763
55674,38808,50018,83065
55675,60681,1447,32392
55676,17471,50019,4156
55677,49313,3147,30145
55678,38820,69184,34137
55679,10247,62555,198843
55680,39647,50021,6755
55681,34321,711,10731
55682,32257,50022,47615
55683,10808,5217,63169
55684,12197,32560,39124
55685,81448,30720,38153
55686,18236,50024,204938
55687,55438,57468,204053
55688,36584,36224,47332
55689,47794,10679,50904
55690,29327,6111,35743
55691,36921,50027,33703
55692,3884,10144,201852
55693,39549,50028,1776
55694,73625,70580,62146
55695,57029,50029,51637
55696,44362,81246,51585
55697,199763,12272,25323
55698,66994,69562,4199
55699,44455,8849,35719
55700,73026,50031,63502
55701,35278,9731,62008
55702,6103,35747,41909
55703,69546,200491,202254
55704,65264,54203,34263
55705,39186,50034,60650
55706,200113,50034,59944
55707,199160,50035,46219
55708,56497,50035,203189
55709,10091,56141,9518
55710,3711,1843,5453
55711,2960,203596,44716
55712,60503,50037,57274
55713,62687,50038,45338
55714,2710,32808,59811
55715,10784,5126,201747
55716,20215,50039,2643
55717,202703,50040,49287
55718,60363,50040,61314
55719,25019,50041,68336
55720,34175,5706,200193
55721,3150,69548,45682
55722,80056,50042,4010
55723,199459,3076,67199
55724,29316,50044,43325
55725,6194,8417,200413
55726,204996,50045,48038
55727,30705,50046,55259
55728,203302,26661,62566
55729,6895,50047,8380
55730,47200,2968,47995
55731,16702,201971,47630
55732,62349,48838,46976
55733,41520,50049,28178
55734,62102,5027,56524
55735,39432,50050,54659
55736,47741,78362,199990
55737,39326,50051,10571
55738,65463,41905,41480
55739,82823,50052,56831
55740,202634,69028,38478
55741,80672,50053,204163
55742,54730,50053,76509
55743,71154,50054,60189
55744,46859,203455,63256
55745,41892,50055,38880
55746,59800,11155,38589
55747,34342,35869,205135
55748,38831,50056,65411
55749,12043,40900,72912
55750,60855,33732,50440
55751,74877,50060,59029
55752,55546,40088,7432
55753,18216,50061,201779
55754,199414,59346,203255
55755,50776,50062,8859
55756,6172,201352,199723
55757,58950,49035,27924
55758,198951,4190,7151
55759,20713,50064,44660
55760,55197,50064,68839
55761,4273,38191,38137
55762,10225,55984,9770
55763,32197,36345,43708
55764,203633,50066,38793
55765,55369,27440,56599
55766,204223,29824,69145
55767,50054,50068,56995
55768,48179,50068,36726
55769,70173,38290,4213
55770,83047,203170,56700
55771,2300,70963,61446
55772,69655,50070,22181
55773,1403,50071,63115
55774,44209,60918,10960
55775,61620,18390,8648
55776,56993,3901,201685
55777,77750,27246,50768
55778,8490,50073,38346
55779,42182,50074,201424
55780,46039,247,3039
55781,82891,63440,202975
55782,32273,51880,199425
55783,27134,50076,61284
55784,39654,50076,65324
55785,77833,50077,203555
55786,70294,54988,204831
55787,55058,46487,35845
55788,51052,50078,57833
55789,203343,50079,38824
55790,36301,50079,7418
55791,73638,9588,203041
55792,79364,40809,70869
55793,2454,50082,59185
55794,59330,65652,7095
55795,34535,50083,68734
55796,8637,50083,45812
55797,67636,35099,9115
55798,24167,50084,47939
55799,38387,60053,204317
55800,57526,199160,46119
55801,60544,50086,61313
55802,8454,82784,56742
55803,34304,50088,57894
55804,56291,35940,51860
55805,61766,46981,34997
55806,70562,50089,43340
55807,199686,47948,36126
55808,65731,9986,49400
55809,67049,50091,55999
55810,39529,76516,40274
55811,40071,43773,81158
55812,80849,43844,202900
55813,42194,51011,1028
55814,60949,199064,68171
55815,47160,203122,58292
55816,48243,46046,32917
55817,65958,44089,33972
55818,79916,35589,575
55819,200712,65563,58299
55820,1700,50097,71109
55821,70790,9151,78135
55822,50572,56254,204990
55823,199865,50099,199239
55824,5077,41347,50390
55825,62209,62493,46836
55826,70473,50100,50497
55827,5377,11084,44749
55828,51764,16606,62979
55829,47624,9555,20036
55830,68707,6517,57032
55831,60392,35365,201718
55832,3523,203977,39524
55833,73630,43564,6251
55834,44804,50111,58393
55835,17623,50112,36653
55836,44851,68542,70864
55837,42126,50114,50409
55838,32710,50114,31956
55839,8123,202021,199202
55840,47898,50115,62933
55841,10700,65850,34153
55842,42144,50116,47223
55843,43838,23648,30751
55844,74845,50117,60849
55845,57873,2807,40241
55846,79628,49812,25863
55847,4458,50119,200085
55848,41636,50119,69592
55849,51028,67091,54798
55850,30470,201859,56946
55851,77800,5151,1962
55852,54286,46319,201309
55853,79964,47294,44365
55854,6918,50123,38702
55855,277,50124,70226
55856,50176,50124,31962
55857,73885,56565,82901
55858,48956,4331,81293
55859,204306,50126,48200
55860,24719,50126,48826
55861,55439,50127,11681
55862,79593,66280,67014
55863,42152,58572,203085
55864,2979,50128,45507
55865,549,203091,2628
55866,39479,50129,38163
55867,38391,50130,199926
55868,16851,50130,77270
55869,204071,50131,3215
55870,48312,50131,51406
55871,57085,50132,60665
55872,199407,50132,3826
55873,11157,50133,12139
55874,66388,50133,6338
55875,915,50134,47973
55876,46207,50134,11421
55877,45838,2813,10655
55878,38034,3459,66154
55879,29028,50136,59312
55880,70054,60970,65833
55881,7172,50137,40947
55882,67284,50137,47839
55883,24831,50138,6509
55884,49373,50138,7330
55885,40618,41945,32754
55886,36028,70449,44592
55887,34306,51349,54763
55888,200527,7571,20755
55889,11278,55487,48554
55890,199066,12163,65242
55891,10837,201987,56540
55892,52081,50143,36303
55893,199727,200571,201490
55894,62546,50144,40295
55895,188,59935,39576
55896,39863,5391,199079
55897,45148,204551,30733
55898,67082,56330,75943
55899,56787,43399,3576
55900,34879,50147,2155
55901,6691,32220,60304
55902,20209,41182,5579
55903,6847,12223,198878
55904,54194,49745,32959
55905,3780,50151,32257
55906,10261,36488,3869
55907,41559,12148,19530
55908,47683,78420,40552
55909,62237,76231,11802
55910,73114,24016,51058
55911,74874,203742,4497
55912,74638,50154,66851
55913,45383,50155,72990
55914,204614,50155,45925
55915,67558,51778,42069
55916,34307,50156,69706
55917,63035,39803,203175
55918,4611,62318,8240
55919,63207,29832,202824
55920,18972,50158,34124
55921,54118,34077,39607
55922,55072,34692,69321
55923,30833,50160,204354
55924,9095,50160,38299
55925,48471,38498,58555
55926,201451,33597,8327
55927,816,50162,47598
55928,50290,1907,615
55929,54740,32816,57169
55930,4189,50163,58364
55931,44348,50164,70771
55932,55204,39122,35540
55933,1936,50165,18523
55934,47240,38177,74429
55935,39326,63449,23679
55936,55538,50166,55175
55937,70026,50167,33504
55938,203776,10255,77660
55939,50755,50168,51471
55940,68391,50168,199522
55941,69560,22305,3211
55942,9769,29768,200353
55943,2701,49996,51082
55944,52096,50170,61399
55945,7316,672,36243
55946,36418,47416,30002
55947,672,56946,62246
55948,48820,50172,36088
55949,45897,50173,49788
55950,41263,38360,204213
55951,67536,49689,60910
55952,205208,202734,4233
55953,200178,50175,6311
55954,35272,50175,44656
55955,59998,33078,39587
55956,11016,50176,29344
55957,29317,50177,68160
55958,60326,30651,201121
55959,50163,50178,39588
55960,60550,50178,26670
55961,44498,51417,45740
55962,36899,50179,65766
55963,39186,66969,4345
55964,2157,50180,48183
55965,55082,204487,63462
55966,55862,70363,3282
55967,66675,54824,69458
55968,38166,199469,29969
55969,44690,50183,202030
55970,49658,80119,21379
55971,44508,50184,34933
55972,42190,67785,65711
55973,67004,50185,228
55974,75997,50185,610
55975,60393,50186,40786
55976,77827,201328,200280
55977,202215,50187,1240
55978,203221,50187,33677
55979,74036,5365,4282
55980,513,50189,55898
55981,61523,49069,40787
55982,61431,69963,4489
55983,48018,5642,5245
55984,5330,50191,9527
55985,322,204530,50273
55986,67931,79741,202401
55987,39943,50193,60593
55988,2002,57118,29925
55989,39313,50194,55138
55990,2564,3786,2197
55991,38383,47163,11628
55992,6056,50195,20058
55993,30270,50196,200516
55994,38337,50196,202021
55995,58390,79079,202263
55996,58271,50197,80233
55997,69098,203556,7283
55998,36745,50198,10675
55999,45074,50199,40076
56000,35464,50199,203211
56001,56080,47907,70990
56002,62737,70681,73803
56003,49129,50201,49675
56004,198806,10483,4289
56005,40784,35831,61639
56006,47856,2702,67472
56007,8445,10978,68056
56008,45369,203175,59708
56009,201308,50204,200463
56010,50248,27853,4326
56011,200229,50205,34876
56012,3656,59552,65636
56013,5261,204603,76501
56014,58830,199256,59689
56015,66706,50208,36679
56016,44831,205294,63016
56017,54480,41738,62474
56018,61510,34716,25505
56019,60890,38368,65874
56020,4112,45107,34221
56021,2404,50211,51403
56022,3362,41973,74029
56023,200114,50212,40931
56024,59778,46145,55498
56025,55255,50214,204589
56026,203776,50214,78154
56027,5605,59108,54682
56028,61325,21390,57068
56029,32040,39712,40441
56030,9672,4532,66457
56031,59672,62110,202726
56032,199853,50217,203153
56033,57329,50218,12085
56034,60066,50218,251
56035,8555,50219,44487
56036,68148,36699,61635
56037,57374,19916,54462
56038,34326,256,50056
56039,9503,200385,56289
56040,43681,58083,55322
56041,5472,3241,2268
56042,48255,82963,8945
56043,12057,47503,55701
56044,12171,50224,10860
56045,34285,22569,201781
56046,202620,50225,9872
56047,204455,71011,35221
56048,47472,9479,40166
56049,3948,50227,45697
56050,54748,50227,762
56051,56539,77042,32501
56052,23092,50228,4063
56053,41942,50230,200788
56054,48424,35727,56367
56055,39698,50232,68706
56056,49134,11843,205038
56057,47620,51167,32849
56058,201938,50233,30467
56059,70238,50004,30795
56060,69844,50234,60977
56061,50339,70115,39435
56062,39409,50235,43915
56063,3282,4058,79643
56064,48172,199262,200371
56065,51370,50237,70160
56066,51278,48110,17720
56067,62445,199948,70120
56068,424,50238,35650
56069,41612,240,69694
56070,68129,39750,81137
56071,51378,41473,51841
56072,76273,49517,39675
56073,67600,50241,51560
56074,11900,77140,35900
56075,9956,203903,60131
56076,10183,60837,44008
56077,41518,63446,9159
56078,32125,55937,201234
56079,8850,50244,36461
56080,49742,55888,36477
56081,33119,50245,9514
56082,50038,198802,41646
56083,46027,4657,55477
56084,66705,2059,33246
56085,38220,50247,202941
56086,77055,50247,39339
56087,2350,50248,78457
56088,48178,1370,56872
56089,24208,50249,4214
56090,10513,36926,32130
56091,48200,60805,43617
56092,61917,50252,42058
56093,55944,9203,49194
56094,40223,50253,6145
56095,74794,50254,69270
56096,56534,808,11748
56097,35690,48032,5607
56098,55951,6339,200951
56099,77346,50256,59012
56100,67513,62771,9188
56101,36683,59453,56204
56102,54197,204001,62813
56103,39468,34593,32325
56104,533,50258,60275
56105,202616,42285,67806
56106,50276,200834,48733
56107,1934,39696,44933
56108,2558,69260,79077
56109,8902,45707,40772
56110,61649,7484,44762
56111,205222,50262,68765
56112,39736,50262,17081
56113,52158,50263,69379
56114,204441,78427,47527
56115,62951,54407,46700
56116,73661,50264,48628
56117,55029,62164,201466
56118,8110,205068,204101
56119,202467,34286,10045
56120,48909,70304,12147
56121,48389,82501,41547
56122,54521,69007,44081
56123,44769,63005,34577
56124,65577,74954,68514
56125,39935,1816,1214
56126,32631,50269,68329
56127,46933,50270,49285
56128,56515,50270,61081
56129,4655,56316,68560
56130,38445,50271,10198
56131,203084,11941,67773
56132,46673,201802,34491
56133,48886,50275,32000
56134,204523,50275,204778
56135,9209,61601,203711
56136,59284,38468,32427
56137,35586,30539,23386
56138,34637,68946,59379
56139,4624,51320,33408
56140,30519,65897,1146
56141,202935,50279,203447
56142,2459,50279,57210
56143,43519,50280,5242
56144,1061,70334,204793
56145,32676,70247,2301
56146,57289,70668,203797
56147,9816,50282,43589
56148,56772,50282,70338
56149,57751,50285,201722
56150,2774,50285,63078
56151,3869,20387,62983
56152,16643,50287,79651
56153,70350,48042,34626
56154,41810,50288,62738
56155,200544,50289,59285
56156,32996,56030,11749
56157,49374,1148,55381
56158,714,49617,58702
56159,6899,49273,65928
56160,33765,49967,46944
56161,63520,32619,29571
56162,202070,50292,205201
56163,203240,61861,52086
56164,204228,29943,74421
56165,60386,50834,11936
56166,17359,48099,45117
56167,38373,49867,24444
56168,49131,50295,34190
56169,205175,50296,40246
56170,32502,58362,9302
56171,8783,41279,68085
56172,56803,50297,51391
56173,65791,57098,200975
56174,67533,2127,60232
56175,200010,79750,2171
56176,204127,202557,35785
56177,55585,10903,51497
56178,866,23543,47300
56179,17604,32318,20957
56180,11820,49174,33205
56181,70902,50302,36869
56182,52260,50302,36420
56183,45321,50305,60284
56184,12194,50305,200939
56185,200702,32502,61625
56186,48244,50306,40191
56187,1254,50309,202220
56188,4602,49921,43792
56189,43541,205097,8348
56190,199336,2529,79626
56191,201737,16309,61904
56192,44591,10545,8523
56193,51296,3666,199053
56194,33132,46354,68606
56195,8991,38950,11170
56196,47273,50314,44295
56197,804,50315,10759
56198,32372,50315,1951
56199,70355,50316,447
56200,27098,1516,42249
56201,2277,57954,49520
56202,78450,200320,18140
56203,6643,50847,203619
56204,204250,41812,20210
56205,44387,29064,54812
56206,74122,22551,6775
56207,203416,16615,50931
56208,35820,50320,47441
56209,70898,50321,59376
56210,11952,50321,69623
56211,2359,202631,32645
56212,69872,202220,9634
56213,43322,50323,55955
56214,61023,6535,39062
56215,51349,50324,38644
56216,202616,203671,8515
56217,47663,19048,17216
56218,1100,40982,202397
56219,11223,34110,47938
56220,56044,50326,76122
56221,76137,60372,41502
56222,205145,50327,29029
56223,61949,50328,68715
56224,47848,50328,6762
56225,19870,11756,50829
56226,204960,50329,36927
56227,5276,8510,70413
56228,4907,39448,55217
56229,83039,50331,35644
56230,35962,50331,202568
56231,73642,33864,79359
56232,50901,54548,1978
56233,26963,50333,199959
56234,62192,50333,203649
56235,203208,55886,33395
56236,40431,199965,11621
56237,51113,40487,20383
56238,65761,44538,199509
56239,50724,12112,60362
56240,500,50336,36764
56241,55438,35014,199554
56242,52160,199963,35655
56243,61318,34045,10536
56244,54478,12339,48230
56245,3461,50339,47287
56246,42049,50339,4122
56247,74929,50340,57385
56248,10106,4517,54944
56249,507,50341,46407
56250,47806,50341,27860
56251,71203,50342,200747
56252,41226,12424,49326
56253,199114,26797,60958
56254,62848,50343,12093
56255,3975,44378,24836
56256,18896,50344,80344
56257,62321,19653,3669
56258,51488,58602,3365
56259,62549,50346,2808
56260,67411,2137,47087
56261,65884,50348,4025
56262,55243,3587,57715
56263,54667,50349,56440
56264,61444,50349,46721
56265,5698,50350,36872
56266,8345,39153,33927
56267,204768,46876,25968
56268,29943,55501,61332
56269,8187,2263,5577
56270,38165,66356,12274
56271,199402,50353,43697
56272,61925,43958,68649
56273,199285,50354,67327
56274,77559,48489,16757
56275,7088,50355,82718
56276,57373,55951,9983
56277,46657,203256,41645
56278,66880,56984,45486
56279,2067,50357,65663
56280,73734,52265,4624
56281,61399,9780,55406
56282,61881,48736,58995
56283,943,8697,203474
56284,4518,58694,81227
56285,991,1957,55104
56286,58105,200996,17386
56287,9426,57776,4212
56288,38569,50361,67019
56289,60970,46674,66982
56290,45668,11024,10855
56291,33886,50363,201919
56292,5687,6856,58271
56293,48746,50364,200237
56294,54816,50364,616
56295,55982,50365,41550
56296,61641,50365,50525
56297,57825,49525,8117
56298,4176,70109,77210
56299,51907,55032,69508
56300,56945,76618,33692
56301,58273,35400,22106
56302,8440,202885,3002
56303,32735,44422,33091
56304,47733,33676,49492
56305,44606,50370,43551
56306,51541,50370,56425
56307,67454,45099,73760
56308,198911,27617,48180
56309,54808,45703,66529
56310,51577,204015,30695
56311,39999,33420,8936
56312,46595,50373,48250
56313,36208,50374,65436
56314,33528,6423,71001
56315,74124,202909,47538
56316,63249,49948,200872
56317,19723,51472,200856
56318,54787,50376,80009
56319,48379,35976,26441
56320,62113,41566,38761
56321,1383,6555,51044
56322,199448,50378,32206
56323,9586,5211,57858
56324,60573,39998,36300
56325,60606,33329,40054
56326,198897,50380,24841
56327,203796,50381,203072
56328,46320,52242,67501
56329,55753,7344,7213
56330,386,201319,18545
56331,47943,6678,41432
56332,61657,201817,200878
56333,1287,38452,4657
56334,55024,205019,200048
56335,22057,50385,38698
56336,201629,199036,39979
56337,54803,5386,54216
56338,36148,55419,47284
56339,2485,50387,54479
56340,10971,50387,41458
56341,47729,50388,202312
56342,36206,51916,204731
56343,204374,70291,21073
56344,70263,48656,30782
56345,34858,33854,66011
56346,57833,50390,47436
56347,48714,50391,44851
56348,60475,49572,10169
56349,65658,78395,62619
56350,61669,10809,77813
56351,581,50393,12259
56352,4981,67195,47506
56353,56605,50394,2949
56354,7014,50394,44095
56355,32431,25234,204792
56356,1504,41078,56416
56357,39796,61998,68397
56358,11268,23336,58591
56359,58665,63265,73620
56360,41280,50397,5116
56361,9833,50398,57078
56362,39983,58784,19019
56363,55803,203247,38034
56364,60321,205237,75059
56365,6244,50400,55339
56366,47209,201877,200848
56367,36279,50401,45138
56368,202406,50401,43979
56369,23922,50402,38317
56370,73923,50402,40385
56371,1744,201294,47577
56372,56089,50403,7179
56373,35324,39965,1879
56374,12337,4689,4533
56375,38959,79925,204595
56376,61119,50405,34645
56377,4995,62897,35710
56378,200434,31999,68366
56379,205067,61103,39359
56380,58679,57567,7141
56381,54595,50408,63353
56382,61349,39242,47969
56383,48036,2074,40714
56384,8785,451,56841
56385,199692,35304,59086
56386,30372,50410,81102
56387,200541,80274,45516
56388,1188,39329,43717
56389,44734,50412,68465
56390,199121,73025,201696
56391,56041,6572,55830
56392,3456,39384,16254
56393,34891,50415,50636
56394,51179,50415,40549
56395,12200,40804,389
56396,10559,45181,42323
56397,30356,9472,51105
56398,203022,62528,203473
56399,62949,50418,10697
56400,34467,45874,67048
56401,202659,30092,54472
56402,837,50419,1468
56403,59880,50420,48376
56404,2551,38691,4874
56405,41140,50421,9767
56406,29659,50421,61340
56407,76577,199896,199999
56408,12150,50422,51244
56409,26951,50423,20293
56410,32486,50423,32876
56411,20210,50424,54547
56412,2133,58122,25381
56413,56273,56831,6951
56414,49102,50425,55962
56415,60212,69507,35401
56416,41780,204617,54304
56417,205123,44518,25704
56418,33794,50427,3792
56419,24336,5326,203858
56420,58311,80236,201111
56421,59167,70095,70925
56422,45844,50429,70401
56423,40221,50430,32676
56424,3618,50430,21379
56425,52231,51686,48053
56426,32169,199147,2183
56427,3741,50432,56640
56428,61617,19577,200451
56429,65786,40460,5626
56430,9007,76589,6470
56431,51272,70408,54606
56432,60599,11345,44829
56433,9527,50438,2895
56434,56925,40313,41756
56435,61046,50439,61500
56436,66055,22198,8265
56437,46877,3077,40740
56438,49119,66825,46226
56439,200969,50443,33428
56440,202261,33662,66071
56441,7145,47299,66078
56442,8617,44182,67214
56443,70283,32309,43453
56444,69260,52140,58399
56445,43820,79595,51388
56446,48750,29471,204240
56447,67332,32718,49479
56448,19987,50448,61465
56449,4277,10968,21953
56450,61020,81236,45634
56451,2064,50450,10808
56452,205069,9196,60409
56453,36888,50451,203189
56454,44516,46235,52137
56455,43443,54279,40369
56456,83063,41865,2787
56457,27238,201397,66679
56458,204837,51748,42313
56459,199792,39245,201589
56460,32532,50454,44656
56461,36218,50455,3375
56462,8604,201799,79738
56463,4347,50456,4321
56464,38877,18303,60795
56465,7195,50457,59542
56466,60795,56474,69317
56467,56922,201641,67538
56468,6428,50458,20646
56469,59105,1115,199389
56470,204281,50459,59661
56471,6868,41581,34497
56472,51583,50460,49418
56473,61827,9783,58648
56474,12148,50461,45186
56475,5302,18834,2054
56476,46091,241,70536
56477,33857,200866,8219
56478,204436,24941,27200
56479,62932,35759,57395
56480,41080,73668,54484
56481,58025,26400,33424
56482,34777,201046,12047
56483,61506,50467,33432
56484,57868,59948,77115
56485,39880,9840,55136
56486,1398,204446,70333
56487,70339,45641,2845
56488,44847,50469,29789
56489,205198,50470,74806
56490,204576,50470,68620
56491,4876,18434,79972
56492,6843,50471,204703
56493,34675,50472,54246
56494,31996,36396,199774
56495,55510,891,32060
56496,23469,49863,54893
56497,33866,50474,23716
56498,36308,198760,769
56499,60659,50475,36202
56500,198690,61752,69972
56501,36336,199727,200421
56502,7438,50476,66201
56503,58074,69678,79685
56504,33856,8507,30830
56505,60180,50478,38936
56506,20718,50478,48990
56507,60449,49288,44175
56508,62836,62842,11822
56509,41220,50480,50100
56510,34181,17219,639
56511,54267,2914,80491
56512,33722,50481,199045
56513,201029,50482,5193
56514,67377,50482,55725
56515,50849,30393,81473
56516,40465,50862,32475
56517,58823,1221,46123
56518,200479,50484,9470
56519,36154,62678,28306
56520,10697,59854,56452
56521,59790,50486,201584
56522,48349,44671,57403
56523,56217,50487,48237
56524,35516,50487,51948
56525,3366,39085,32967
56526,9553,50488,2281
56527,11086,44654,54967
56528,74110,50489,25129
56529,202408,50490,33169
56530,39574,50490,35654
56531,204977,26864,4653
56532,34847,58744,40069
56533,28029,50492,34071
56534,59770,46567,36871
56535,5723,23556,199597
56536,203616,50493,56894
56537,32546,33268,69912
56538,68998,4052,47866
56539,199392,65951,47984
56540,205187,51807,47901
56541,39247,10387,30755
56542,58964,202168,69533
56543,61867,49952,49076
56544,9091,44010,35824
56545,7373,50498,51666
56546,11013,61001,35231
56547,22862,50499,201588
56548,34404,50499,43658
56549,66851,70112,203245
56550,4317,20244,67654
56551,36395,44945,56414
56552,59909,50501,52182
56553,10300,45631,48978
56554,67381,61474,66431
56555,57112,50503,9995
56556,50814,65424,203626
56557,205218,50504,199494
56558,46938,50504,5564
56559,65258,50505,9192
56560,39113,6397,6552
56561,49702,50506,54939
56562,6843,69203,203830
56563,30062,44035,39579
56564,203407,50508,70204
56565,20317,50509,39607
56566,198767,44765,44841
56567,5560,18316,12125
56568,201604,50510,17601
56569,39406,33151,203601
56570,9578,39544,44872
56571,75045,685,73715
56572,65935,50512,45312
56573,61750,50515,33140
56574,202231,33512,57109
56575,5705,50516,10308
56576,5430,50516,55480
56577,4540,50517,29938
56578,33024,50517,35186
56579,59794,12293,63295
56580,9645,21435,63369
56581,56594,50519,40784
56582,32476,50519,73686
56583,201180,4535,45531
56584,54855,67555,62890
56585,200933,80502,1487
56586,201639,49620,67683
56587,54821,50522,48395
56588,55106,50522,61255
56589,44637,50523,9445
56590,200650,48268,40658
56591,58236,62825,51198
56592,9239,77405,66892
56593,1950,61607,60090
56594,67557,50525,43901
56595,51659,50527,3302
56596,25127,50527,50678
56597,44341,50528,35907
56598,203834,51727,51962
56599,16641,55735,2143
56600,70852,60921,80101
56601,199253,54316,200372
56602,204451,55505,204431
56603,58278,47378,52223
56604,32532,2772,77533
56605,204328,69251,52249
56606,51337,50532,5522
56607,57020,203660,25178
56608,200237,50533,38589
56609,74384,619,11129
56610,32793,50535,34669
56611,57694,39824,934
56612,47893,50536,35856
56613,38389,70833,200328
56614,30581,50537,41775
56615,17165,50538,35285
56616,203684,65352,3081
56617,8595,35437,201697
56618,25611,25519,67670
56619,4608,39621,10841
56620,40296,18043,36514
56621,48308,50541,50739
56622,50970,63424,8257
56623,39611,201210,78218
56624,41665,50542,43897
56625,57022,50543,58648
56626,60168,50543,7387
56627,24326,202876,32278
56628,25989,50544,198878
56629,56741,60219,32929
56630,5128,200670,199231
56631,49828,40016,55591
56632,43963,10002,7244
56633,61225,58376,48705
56634,202029,4280,200770
56635,69246,202866,70788
56636,5214,49584,68126
